SEQFAMILIA;SEQMARCA;FAMILIA;PESAVEL;INDISENTOPIS;INDICEFORMBASEIPI;ALIQUOTAIPI;PMTDECIMAL;PMTMULTIPLICACAO;INDVASILHAME;SEQVASILHAME;ARQUIVOFIGURA;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;INDCALCIPISAIDA;PERBASEIPI;PERISENTOIPI;PEROUTROIPI;PERALIQUOTAIPI;VLRIPIPAUTA;INDTRIBPISCOFINS;INDCONTROLEVDA;INDGENERICO;INDPRECOMONITORADO;INDSTPISCOFINS;INDUSALOTEESTOQUE;INDISENTODEBPISCOFINS;INDCONFAZ;INDALIQZPISCOFINS;INDPERMCONVENIO;OBSEMERGENCIAL;CODTIPI;INDCOMPLVLRIMP;INDMONOPISCOFINS;TIPORECEITA;CODSERVICO;INDDIGCHECKOUT;CODSEFAZCOMBLUB;INDEXIGLICENCA;CODNBMSH;COMPCESTABASICA;PAPELIMUNE;INDUSAFIGURA;INDSIMILAR;INDRECEITA;INDRECEITACOR;SEQFAMILIATMP;SITUACAONFPIS;SITUACAONFCOFINS;INDISENTOSUFRAMA;PERBASEPIS;PERBASECOFINS;INDINCONSISTANVISA;NROBASEEXPORTACAO;NROEMPRESAABASTEC;ATUALIZNCMIPI;INDMEDICAMENTO;INDETICO;ALIQPADRAOICMS;CODNATREC;SITUACAONFPISSAI;SITUACAONFCOFINSSAI;INDISENTOTSA;SEQNATREC;INDACEITAVENDAFRAC;SEQCERTIFICADO;TEXTONFCOMPLEMCERTIF;ATUALIZANCMIMPIMPORT;PERIMPOSTOIMPORT;PERREDIMPOSTOIMPORT;PERREDBASEIPIENT;INDMEDCONTROLADO;LISTAMEDCONTROLADO;CODMEDCONTROLADO;SUBITEMCODSERVICO;INDBEBIDAALCOOLICA;CODISENTAGIARS;CODOUTRASGIARS;SEQINFCONSERVDOMEST;INDETIQUETAANTIFURTO;SITPISCOFINSSIMPLES;INDEXIGEREQUISICAO;SITUACAONFIPI;SITUACAONFIPISAI;NRODIAGARANTIA;INDTIPORECEITA;INDANTIMICROBIANO;DTAHORALTERACARGAPDV;INDUSOPROLONGADO;UNIDADEMEDIDAMED;INDFARMACIAPOPULAR;ALIQPADRAOICMSPROTEGE;INDESCRITOUTROSEI;QTDPARCELAETIQUETA;NRODIASGARANTIAFAB;TIPOMODALGARANTIA;CODPRODDACAL;CODNVE;DTAHORINCLUSAOMSGCONT;USUARIOINCLUSAOMSGCONT;LEITURAMSGCONT;SEQTIPOFAMILIA;SEQMARCAFAMILIA;SEQCOMPLEMENTOFAMILIA;SEQGRAMATURAFAMILIA;INDPERMSUSPPISCOFINS;INDEXIGELOTE;CLASSEENQUADRAMENTOIPI;CODIGOSELOIPI;CODIGOENQUADRAMENTOIPI;GIARSTIPO;GIARSCODIGO;GIARSESPECIFICACAO;LITROSTABIPIPISCOFINS;CODGIACREDITOPRESUMIDO;CODGIATRANSFERENCIA;CODGIARECEBIMENTO;CODGIAOUTROSCREDITOS;CODGIAOUTROSDEBITOS;QTDMAXTRANSFLOCAL;CODCEST;PERCADICPRECOSETOR;EXIGEDTAVENCCONF;INDFAMTIPOEMBALAGEM;NROCODDCB;DESCDCB;APRESENTCONC;CHECAPESO;INDCADASTROATIVO;CODNBMSHAPROVACAO;INDENVIAQTDMAXTRANSPNFE;QTDMAXPERMNFE;CODISENTAGIARSINTEREST;CODOUTRASGIARSINTEREST;TIPOCALCTCIF;PERREDTCIF;VLRLIMTCIF;INDIMEI;INDEMITERELCALCIPIEQUIPIND;NROSERVREINF;DESCENCARTE;TIPOEVENTO;TIPOREPASSE;DESCRICAORECURSO;INDMATERIALAPOIO;SITUACAONFPISAUX;SITUACAONFCOFINSAUX;SITUACAONFIPIAUX;ALIQUOTAIPIAUX;CODCESTAUX;CODNATRECAUX;DTAALTERAIMPOSTOFAM;PERTRIBUTADOINT;SITUACAONFPISSAIAUX;SITUACAONFCOFINSSAIAUX;SITUACAONFIPISAIAUX;SEQNATRECAUX;CODNBMSHAUX;OBSENCARTE;INDALTERAIMPOSTO;INDEXIGEMAPA;SEQFAMILIAIMPORTACAOERP;INDUSAPESODRENADO;INDPERMITELERPESOPDV;TIPOCADASTRO;CODTIPMERCADORIA;INDDEDUZICMSDESONERADO;NROBASEEXPORTACAOERP;INDCONFIGTRIBUFDEVFORN;CODDIRBI
193;9;AGUA MIN DA PEDRA PET 350ML;N;;100;0;N;S;N;;;2024-09-21-10.21.06.000000;CARIOS;2026-06-11-10.43.27.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22011000;;;;N;N;;;73;73;;;;;5483151;;;;;;914;06;06;;309;;;;;0;;;;;;;;;;;;N;;;;;;;2026-06-11-10.38.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300504;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
197;14;INA AGUA MIN SARANDI ALK LT 350ML;N;;100;0;N;S;N;;;2024-09-21-11.14.43.000000;CARIOS;2026-06-11-08.26.40.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22011000;;;;N;N;;;73;73;;;;;5482939;;;;;;914;06;06;;309;;;;;0;;;;;;;;;;;;N;;;;;;;2026-06-11-08.13.20.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300504;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
225;30;VASILHAME SCHIN 1LITRO;N;;100;9,75;N;S;S;;;2024-09-24-15.52.14.000000;CARIOS;2026-01-23-11.12.06.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;N;;1;;S;;;70109021;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-24-15.52.14.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
227;25;INAT CERV BRAHMA D MALTE 300ML;N;;100;0;N;S;N;;;2024-09-24-16.46.05.000000;CARIOS;2026-02-23-11.43.36.000000;LUSENA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;;;;;;;;5411345;;;;;;;;;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2026-02-23-11.42.57.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
253;19;INAT CERV ANTARTICA PILSEN LT 473ML;N;;100;0;N;S;N;;;2024-09-25-17.00.58.000000;CARIOS;2026-03-18-10.53.22.000000;LUSENA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;;;;;;;;5411345;;;;;;;;;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2026-03-18-10.53.22.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
255;39;CERV BELLAVISTA LAGER LT 473ML;N;;100;2,93;N;S;N;;;2024-09-25-17.16.04.000000;CARIOS;2026-05-05-11.14.36.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;;70;70;;;;;5614195;;;;;;918;06;06;;530;;;;;0;;;;;;;S;;408;;;N;;;;;;;2026-05-05-11.13.07.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302103;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
264;26;CERV BUDWEISER ZERO LT SLEEK 350ML;N;;100;2,92;N;S;N;;;2024-09-26-11.10.59.000000;CARIOS;2026-05-05-17.03.36.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22029100;;;;N;N;;;70;70;;;;;5614195;;;;;;918;06;06;;530;;;;;0;;;;;;;S;;408;;;N;;;;;;;2026-05-05-17.02.29.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302203;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
265;42;CERV CORONA EXTRA LT 473ML;N;;100;2,93;N;S;N;;;2024-09-26-11.25.23.000000;CARIOS;2026-05-05-17.42.36.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;N;;1;;S;;;22030000;;;;N;N;;;70;70;;;;;5614195;;;;;;918;06;06;;530;;;;;0;;;;;;;S;;408;;;N;;;;;;;2026-05-05-17.41.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302103;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
269;43;VH BELTRAME BCO PET 1 9L;N;;100;6,5;N;S;N;;;2024-09-26-14.48.34.000000;LUSENA;2025-07-21-09.31.23.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-26-14.48.34.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
273;46;VH AURORA COLH TARDIA BCO 500ML;N;;100;6,5;N;S;N;;;2024-09-26-15.45.16.000000;LUSENA;2025-09-05-14.38.19.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-26-15.45.16.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
277;43;VH BELTRAME BORDO SC PET 1 9L;N;;100;6,5;N;S;N;;;2024-09-26-16.15.20.000000;LUSENA;2025-07-21-09.31.26.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-26-16.15.20.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
279;43;VH BELTRAME TINTO PET 1 9L;N;;100;6,5;N;S;N;;;2024-09-26-16.38.35.000000;LUSENA;2025-07-21-09.31.27.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-26-16.38.35.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
172;13;AGUA TONICA FRUKI PET 1 5L;N;;100;1,95;N;S;N;;;2024-09-18-10.40.50.000000;CARIOS;2026-06-11-15.13.26.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22021000;;;;N;N;;;70;70;;;;;5614195;;;;;;918;06;06;;530;;;;;0;;;;;;;;;408;;;N;;;;;;;2024-09-18-10.40.50.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;301100;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
187;9;AGUA MIN DA PEDRA LT 350ML;N;;100;1,95;N;S;N;;;2024-09-19-17.38.50.000000;CARIOS;2026-06-11-10.37.20.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22021000;;;;N;N;;;73;73;;;;;5614195;;;;;;918;06;06;;530;;;;;0;;;;;;;;;408;;;N;;;;;;;2026-06-11-10.35.11.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300700;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
288;21;VH CANCAO BCO 750ML;N;;100;6,5;N;S;N;;;2024-09-27-14.27.55.000000;LUSENA;2025-07-16-09.08.33.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-27-14.27.55.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
289;21;VH CANCAO ROSADO SV 750ML;N;;100;6,5;N;S;N;;;2024-09-27-14.46.27.000000;LUSENA;2025-07-16-09.08.35.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-27-14.46.27.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
336;61;VH MARCUS JAMES CABERNET 750ML;N;;100;6,5;N;S;N;;;2024-10-01-08.21.10.000000;LUSENA;2025-07-16-09.09.18.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-10-01-08.21.10.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
339;62;VH NOVECENTO 750ML;N;;100;6,5;N;S;N;;;2024-10-01-09.23.47.000000;LUSENA;2026-01-28-15.38.13.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-10-01-09.23.47.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
340;63;VH QUINTA CARVALHO BCO 750ML;N;;100;6,5;N;S;N;;;2024-10-01-09.43.08.000000;LUSENA;2025-07-21-09.31.50.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-10-01-09.43.08.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
431;91;ICE KISLLA GIN LIMAO LN 275ML;N;;100;6,5;N;S;N;;;2024-10-08-08.34.45.000000;CARIOS;2026-05-15-10.03.13.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22060090;;;;N;N;;;50;50;;;;;5614195;;;;;;;01;01;;;;;;;0;;;;;;;S;;440;;;N;;;;;;;2026-05-15-10.01.36.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202300;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
432;92;INA COQUETEL RAYSLOF CAMAR VD 450ML;N;;100;6,5;N;S;N;;;2024-10-08-09.20.41.000000;CARIOS;2026-06-18-16.31.20.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22060090;;;;N;N;;;50;50;;;;;5614195;;;;;;;01;01;;;;;;;0;;;;;;;S;;440;;;N;;;;;;;2026-06-18-16.29.54.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202300;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
502;114;INATIVAR SUCO DEL VALLE PET 450ML;N;;100;0;N;S;N;;;2024-10-14-15.04.54.000000;LUSENA;2025-12-03-09.03.31.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;20096900;;;;N;N;;;;;;;;;5411345;;;;;;;;;;;;;;;0;;;;;;;;;;;;N;;;;;;;2025-12-03-09.03.32.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
504;114;SUCO DEL VALLE 100PC INT TP 1L;N;;100;0;N;S;N;;;2024-10-14-15.49.33.000000;LUSENA;2026-06-17-17.27.56.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;20097100;;;;N;N;;;50;50;;;;;5608121;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-06-17-17.24.53.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1701000;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
514;124;WHISKY DRURYS VD 900ML;N;;100;19,5;N;S;N;;;2024-10-14-17.08.29.000000;CARIOS;2026-05-16-09.50.21.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22089000;;;;N;N;;;50;50;;;;;5614195;;;;;;;01;01;;;;;;;0;;;;;;;S;;440;;;N;;;;;;;2026-05-16-09.50.21.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;299900;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
121;;INAT AGUAS TESTE;N;;100;0;S;S;N;;;2024-08-29-08.39.58.000000;CARIOS;2025-12-02-08.44.52.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22011000;;;;N;N;;;99;99;;;;;5411345;;;;;;;99;99;;;;;;S;0;;;;;;;;;;;;N;;49;99;;;;2025-12-02-08.44.48.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300100;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
218;26;CERV BUDWEISER GF 1L;N;;100;2,92;N;S;N;;;2024-09-23-17.04.26.000000;CARIOS;2026-07-02-11.31.42.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;;70;70;;;;;5614195;;N;;;;918;06;06;;530;;;;;0;;;;;;;S;;408;;;N;;;;;;;2026-07-02-11.31.42.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302101;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
243;36;VH ARBO ASSEMBLAGE SC 750ML;N;;100;6,5;N;S;N;;;2024-09-25-11.57.36.000000;LUSENA;2025-07-16-09.07.40.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-25-17.42.53.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
244;36;VH ARBO CABERNET 750ML;N;;100;6,5;N;S;N;;;2024-09-25-14.21.26.000000;LUSENA;2025-07-16-09.07.41.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-25-17.45.37.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
247;36;VH ARBO MOSCATO SC 750ML;N;;100;6,5;N;S;N;;;2024-09-25-14.48.27.000000;LUSENA;2025-07-16-09.07.46.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-25-17.46.29.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
249;36;VH ARBO RIESLING SC 750ML;N;;100;6,5;N;S;N;;;2024-09-25-14.56.38.000000;LUSENA;2025-07-16-09.07.49.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-25-17.46.56.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
252;36;VH ARBO MERLOT 750ML;N;;100;6,5;N;S;N;;;2024-09-25-16.56.21.000000;LUSENA;2025-07-16-09.07.54.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-25-16.56.21.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
254;36;VH ARBO MARSELAN SC 750ML;N;;100;6,5;N;S;N;;;2024-09-25-17.13.14.000000;LUSENA;2025-07-21-09.31.20.000000;DAVIDS.ETC;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;S;;;;;N;;;;;;;2024-09-25-17.13.14.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
281;48;CERV ITAIPAVA PILSEN LT 473ML;N;;100;3,9;N;S;N;;;2024-09-26-16.50.27.000000;CARIOS;2026-06-15-15.34.26.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;;70;70;;;;;5614195;;;;;;918;06;06;;530;;;;;0;;;;;;;S;;408;;;N;;;;;;;2026-05-07-09.26.26.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302103;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
284;50;CERV PETRA PURO MALTE LT 473ML;N;;100;2,93;N;S;N;;;2024-09-26-17.48.29.000000;CARIOS;2026-05-07-15.21.21.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;;70;70;;;;;5614195;;;;;;918;06;06;;530;;;;;0;;;;;;;S;;408;;;N;;;;;;;2026-05-07-15.20.38.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302103;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
24;2;INAT TOMATE KG;S;;100;0;S;S;N;;;2024-05-17-15.35.29.000000;CONSINCO;2026-02-04-07.46.19.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;07020000;;;;N;N;;;73;73;;;;;5614195;;;;;;116;06;06;;168;;;;;0;;;;;;;;18;;;;N;;;;;;;2026-02-04-07.46.19.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
167;10;AGUA MIN CRYSTAL PET 1 5L C GAS;N;;100;0;N;S;N;;;2024-09-17-08.53.04.000000;CARIOS;2026-05-11-15.36.51.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22011000;;;;N;N;;;73;73;;;;;5593151;;;;;;914;06;06;;309;;;;;0;;;;;;;;;;;;N;;;;;;;2026-04-24-11.37.43.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300504;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
177;9;A EXCLUIR ITENS UNIDADE;S;;100;3,25;N;N;N;;;2024-09-18-16.35.39.000000;CARIOS;2026-08-06-15.42.01.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;;;;;;1;;N;;;34025000;;;;N;N;;;50;50;;;;;5580903;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-02-03-07.56.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100700;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
179;10;A EXCLUIR ITENS FARDO;N;;100;0;N;N;N;;;2024-09-18-17.38.21.000000;CARIOS;2026-08-06-17.38.27.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;N;;;N;;1;;N;;;22011000;;;;N;N;;;70;70;;;;;5581021;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-02-03-07.51.41.000000;;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
208;19;UTILIZAR FLIA 0208;N;;100;0;N;S;N;;;2024-09-23-10.22.40.000000;CARIOS;2025-10-03-08.43.28.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22021000;;;;N;N;;;;;;;;;5411345;;;;;;;;;;;;;;;0;;;;;;;;;;;;N;;;;;;;2025-09-15-15.27.21.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
362;35;CERV HEINEKEN ZERO LT 350ML;N;;100;2,93;N;S;N;;;2024-10-01-17.11.57.000000;CARIOS;2026-05-06-16.46.44.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22029100;;;;N;N;;;70;70;;;;;5614195;;;;;;918;06;06;;530;;;;;0;;;;;;;N;;408;;;N;;;;;;;2026-05-06-16.45.24.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302203;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
